book_number|book_name|chapter_name|title|commentary|text|section_number|source|num_tokens
5|Udyoga Parva|Chapter One|The Pandavas Prepare for War|False|"Upon reaching the Matsya's city, King Salya met Yudhisthira and was royally received. The King then informed Yudhisthira of what had happened in his meeting with Duryodhana.
"|17|https://www.kaggle.com/datasets/tilakd/mahabharata|46
5|Udyoga Parva|Chapter One|The Pandavas Prepare for War|False|"O valiant king,  Yudhisthira said, you must act as you have promised. However, I request a favor, and I hope that you will execute it for my sake only. O great King, you are an equal to Krishna on the battlefield. When single combat takes place between Arjuna and Karna, I have no doubt that you will drive Karna's chariot. When this event takes place, I hope that you will give protection to Arjuna. With insulting words you must dishearten Karna in battle, and then victory will be ours. It is improper, but still, for our sake, I request you comply with my wish.
"|18|https://www.kaggle.com/datasets/tilakd/mahabharata|139
5|Udyoga Parva|Chapter One|The Pandavas Prepare for War|False|"To be sure,  Salya replied, I will be his charioteer for he considers me to be an equal with Lord Krishna. At that time I will demoralize the vicious son of a suta, and in that condition, it will be easier for Arjuna to kill him. Whatever else I may do, I will do it for your sake. You have suffered from the gambling match and the insults to Draupadi. They all deserve to die for these immoral acts, and certainly it will happen, for providence is supreme.  After being treated royally by the Pandavas, Salya went to Hastinapura to fulfill his commitment to Duryodhana.
"|19|https://www.kaggle.com/datasets/tilakd/mahabharata|145
5|Udyoga Parva|Chapter One|The Pandavas Prepare for War|False|"Then Yuyudhana (Satyaki), the celebrated hero of the Satvata race, came to the Pandava's camp. He brought with him an akshauhini division, consisting of thousands of chariots, tens of thousands of calvary, tens of thousands of Infantry and thousands upon thousands of beautifully decorated elephants. Also coming to the side of the Pandavas was the stalwart Chedi king, Dhristaketu, accompanied by an akshauhini division of soldiers. The Magadha King, Jayatsena, brought to the Pandava's side another akshauhini division of soldiers consisting of warriors with unlimited prowess. King Pandya, who lived near the ocean, came to the Pandava's side bringing with him a veritable sea of troops. King Drupada brought with him his sons, undefeatable in battle, as well as an akshauhini division of soldiers, consisting of the four kinds of troops. King Virata also gave to Yudhisthira another akshauhini division of soldiers to help conquer the wicked sons of Dhritarastra. Altogether Yudhisthira had collected seven akshauhini divisions eager to fight with the Kurus.
"|20|https://www.kaggle.com/datasets/tilakd/mahabharata|257
5|Udyoga Parva|Chapter One|The Pandavas Prepare for War|False|"Many kings also came to Duryodhana's camp, intending to help him retain his kingdom. These kings each brought with them an akshauhini division of soldiers. They were King Bhagadatta, Bhurisravas, King Salya of Madras, Kritavarman, the son of Hridika, accompanied by the Bhojas and the Andakas. Jayadratha, the King of Sindu, came to the aid of Duryodhana as well as Sudakshina, the leader of the Kambhojas. King Nila, the ruler of Mahismati, also came there with an akshauhini division of troops as well as the Avantipura Kings, Vinda and Anuvinda. The Kekeya princes also came to Duryodhana, gladdening his heart with a large number of troops.
"|21|https://www.kaggle.com/datasets/tilakd/mahabharata|185
5|Udyoga Parva|Chapter One|The Pandavas Prepare for War|False|"Thus King Duryodhana had collected eleven akshauhini divisions of soldiers to fight against Pandu's sons. There were so many warriors that the leaders of the troops could not fit in Hastinapura. Their encampment spread over many provinces and along many rivers. Thus the two sides amassed their armies and arsenals, intenting to aid either Pandu's sons or Dhritarastra's sons. It was all a part of Lord Krishna's plan to decrease the unnecessary military burden of the world. All those soldiers would die in a colossal battle that was to last for eighteen s. Thus Lord Krishna fulfilled his promise in Bhagavad-gita, In order to deliver the pious and to annihilate the miscreants as well as to reestablish the principles of religion, I advent Myself millennium after millennium.  (Bg.4.8)
"|22|https://www.kaggle.com/datasets/tilakd/mahabharata|178
5|Udyoga Parva|Chapter One|The Pandavas Prepare for War|False|"Thus Ends the First Chapter of the Udyoga Parva, Entitled, The Pandavas prepare for war.
"|23|https://www.kaggle.com/datasets/tilakd/mahabharata|24
5|Udyoga Parva|Chapter One|The Pandavas Prepare for War|True|"Chapter Commentary
"|24|https://www.kaggle.com/datasets/tilakd/mahabharata|3
5|Udyoga Parva|Chapter One|The Pandavas Prepare for War|True|"There is certainly a difference between a devotee of the Lord like Arjuna, and a materialistic person like Duryodhana. The materialist always thinks in terms of profit, and a devotee always wants to please Lord Krishna. Duryodhana had come to Krishna, not to please him, but for material benefit. Lord Krishna gave Arjuna the first choice: men or Himself. Arjuna did not think in material terms. He just want to serve Krishna and get Lord Krishna's constant association. He knew that was the perfect formula for success. Duryodhana was very happy to get an akshauhini division of soldiers, thinking that if he outnumbered Yudhisthira, he would be the victor. Materialists never take into consideration the mercy of the Lord. Arjuna was perfectly happy to have Lord Krishna's association for he knew that wherever there was Krishna, there would certainly be victory.
"|25|https://www.kaggle.com/datasets/tilakd/mahabharata|193
5|Udyoga Parva|Chapter One|The Pandavas Prepare for War|True|"Duryodhana was constantly thinking of ways to be successful materially. He tricked Salya into taking his side during the battle of Kurukshetra. It really didn't make any difference if Duryodhana had an unlimited number of akshauhini divisions, for it was the Lord's desire that Duryodhana be punished for his sinful activities. Whoever Krishna wants to kill, no one can protect, and whoever Krishna wants to save, no one can kill. Because Duryodhana was lacking any farthing of pious activity, he could never catch up this point.
"|26|https://www.kaggle.com/datasets/tilakd/mahabharata|123
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"When the brahmana priest, representing King Drupada, had arrived in Hastinapura, he entered the Kuru imperial court and relayed a message on Yudhisthira's behalf. He spoke in the presence of Bhishma, Drona, Dhritarastra, Duryodhana, Karna, Vidura and others. It is well known that Dhritarastra and Pandu were born of the same father. There is no doubt that they should equally share the wealth of the father. Why now are Pandu's sons not given an equal portion of that wealth? Dhritarastra's sons have tried in the past to exterminate the Pandavas from the face of the earth, but have not been successful. Even after the sons of Pandu acquired a kingdom by their own endeavors, the scheming Duryodhana cheated them out of it with the aid of Suvala's son, Shakuni. Their beautiful wife was also insulted by Duhshasana, and they were then sent to the forest for thirteen years. This was all with the consent of Dhritarastra. Those pious sons of Pandu have now emerged from exile and want a peaceful settlement with the Kurus. Despite all the offenses that have been committed in the past, they are willing to forget them, and are not eager for war with Dhritarastra's sons. They desire to get back their own kingdom with out involving the world in ruin. The sons of Pandu are now more powerful. Although the Pandavas have only seven akshauhini divisions of soldiers, while the Kurus have eleven, these are counteracted by men who equal a thousand akshauhini division of troops, such as Bhima and Satyaki. There is also the mighty-armed Dhananjaya who has the strength alone to defeat these forces. For his chariot driver, Arjuna now has Vasudeva's son, Krishna, who possesses infinite wisdom. Who is there in the world who will oppose them? Therefore, give back to the Pandavas what is rightly theirs and avoid any unnecessary bloodshed.
"|27|https://www.kaggle.com/datasets/tilakd/mahabharata|442
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"After hearing the brahmana's message, Bhishma spoke to all assembled, How fortunate that the Pandavas are well and have Krishna, the Supreme Lord, as their ally. They are entitled to the ancestral kingdom left by their father. Arjuna, the son of Pritha, can not be defeated in battle. Even the King of heaven, Indra, cannot challenge Partha as he releases arrows from his Gandiva bow. Other bowmen cannot even compare to him.
"|28|https://www.kaggle.com/datasets/tilakd/mahabharata|100
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Unable to tolerate hearing about Arjuna's prowess, Karna interrupted grandfather Bhishma, What benefit is there in repeating Arjuna's glories again and again. The sons of Pandu have been discovered before the end of their year of exile. They should go back to the forest for another thirteen years, and then live as Duryodhana's servants. If they turn their faces from the path of righteousness and desire war, then they will be slain on the battlefield.
"|29|https://www.kaggle.com/datasets/tilakd/mahabharata|98
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Why do you talk so much?  Bhishma replied, Do you not remember when Arjuna single-handedly overpowered in battle the six great chariot fighters. If we do not act as this brahmana has requested, then certainly we shall be slain in battle.
"|30|https://www.kaggle.com/datasets/tilakd/mahabharata|57
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Dhritarastra pacified Grandfather Bhishma and spoke to the assembled Kings and princes, Bhishma's advice is unquestionably meant for our well being, and the good of the Pandavas. I will send this brahmana back to Upaplavya, and Sanjaya shall journey there also to offer greetings to them.  Drupada's priest then left for the city of the Matsyas.
"|31|https://www.kaggle.com/datasets/tilakd/mahabharata|88
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Dhritarastra then called for Sanjaya, instructing him to proceed to Upaplavya and inquire about the Pandava's welfare. He also gave him messages for the Pandavas. Sanjaya then went to Upaplavya and was welcomed warmly by the Pandu's sons. Yudhisthira questioned Sanjaya about his relatives in the Kuru house, and then asked him to repeat King Dhritarastra's message. Sanjaya said, I hope that Yudhisthira, Bhima, Arjuna, Nakula and Sahadeva are faring well as Krishna, the son of Vasudeva. Let there be peace among the sons of Pandu and my sons. We have heard that you are protected by many kings of the earth as are we. With all these forces assembled, what is the need for unnecessary bloodshed. My desire and the desire of the Kuru elders is for peace. Therefore, let us make some arrangement so that the whole kshatriya race be saved from annihilation.
"|32|https://www.kaggle.com/datasets/tilakd/mahabharata|218
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Yudhisthira replied to Sanjaya, What makes you think that we desire war? Peace is preferable to total annihilation of the earth's warriors. Why does Dhritarastra speak of peace now? Why did he not try to stop the injustice at the gambling match? Why did he not try to stop the injustice to Draupadi? Why did he not listen to Vidura's words of wisdom? Why suddenly does he want peace? Why does Dhritarastra nourish his envious son whose companions are the disgraceful Karna, Shakuni and Duhshasana? The fact is that he is not willing to part with half the kingdom due to affection for his dishonest son. If he is serious about this proposal for peace then let him return to me my kingdom of Indraprastha.
"|33|https://www.kaggle.com/datasets/tilakd/mahabharata|168
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"O Pandava,  Sanjaya replied, I have heard your words which are full of righteousness. O son of Pritha, listen to my counsel that I now offer you. Life in this world is transient. Material fame and name last only for a few seconds in this temporary world. If the Kurus are not willing to give your share of the kingdom, then live in the Andaka and Vrishni kingdom by begging alms. This mortal existence is subject to constant suffering and is unstable. One who seeks after wealth in this world suffers from material attraction, but one who acquires virtue and truthfulness never laments, for these treasures no one can take from him. Therefore, desist from the desire for kingdom and wealth so that humanity can be saved from a dreaded war. When you went to the forest for exile, all the kings of the earth came to your aid. You could have at that time humbled the pride of the puffed-up Duryodhana. Why have you allowed your enemies to grow so powerful? To give up this idea of gaining a kingdom would be preferable to seeing Bhishma or Drona slain on the battlefield. What will you gain from this. Having killed all the heroes of the Kuru house, what joy will you experience?
"|34|https://www.kaggle.com/datasets/tilakd/mahabharata|262
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"It is true, O Sanjaya,  Yudhisthira replied, that one should not seek wealth in this world by unrighteous means. But it must be decided first whether it is virtue or vice that I seek. Everyone is controlled by the Supreme Being. Here next to me is the Lord of all created beings. Here is the celebrated Krishna who has humbled all the great earthly kings. He is able to judge whether my actions are from lust or virtue. I never reject the counsel that Krishna has given me.
"|35|https://www.kaggle.com/datasets/tilakd/mahabharata|108
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Lord Krishna said, I desire, O Sanjaya, that Pandu's sons grow in prosperity and not suffer. I also pray for the prosperity of the Kurus as well. However, there cannot be peace as long as Dhritarastra's sons are envious of the Pandavas. How can you say that Yudhisthira is unmindful of his duties? How can you say that his desire for his kingdom is a desire of lust? Yudhisthira is ever mindful of his duties, and has never even known lust or wickedness in his heart. The kshatriya's duty is to protect those around him. If a kshatriya unlawfully takes the property of another, then he is subject to be punished. Duryodhana has unlawfully taken the Pandava's kingdom, and therefore he deserves to be punished. What is the difference between thieves and Dhritarastra's sons. Duryodhana has seized the Pandava's wealth and is therefore subject to death. Those dull headed fools, assembled together as Dhritarastra's sons, are under the clutches of death. I would have sympathy for the Kuru elders, if they had spoken up against the unrighteous acts performed against Draupadi and her husbands in the imperial court at Hastinapura. However, this was not the case. How can you say that Yudhisthira acts out of vice? I will personally go to Hastinapura to settle this matter with the Kurus. I hope they treat Me well and listen to my counsel for peace. If not, they will be burnt by wrath of Bhima and Arjuna. The sons of Dhritarastra have offended the Pandavas in many ways, and the reactions of these activities will be their ruin.
"|36|https://www.kaggle.com/datasets/tilakd/mahabharata|372
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Yudhisthira then bid farewell to Sanjaya and sent kind words to all the members of the Kuru family. He told Sanjaya, Speak the following words to Duryodhana, Your desire for absolute domination, which torments your heart, is very unreasonable. It has no justification. We have no desire to harm you in any way. O foremost of the Bharatas, either give me back my kingdom of Indraprastha or fight with me! Peace is what we really want. Therefore, if you will not grant us a province then at least give us five villages. Even this will end the quarrel.'  Having spoken thus, Yudhisthira, the foremost pious man, sent Sanjaya back to the city of Hastinapura.
"|37|https://www.kaggle.com/datasets/tilakd/mahabharata|162
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Sanjaya then returned and reported all messages given by the Pandavas. In the presence of Dhritarastra, Bhishma, Drona, Kripa, Duryodhana, Ashvatthama, Karna, Jayadratha, and all the Kings assembled for the cause of Duryodhana, Sanjaya relayed all messages given by the Pandavas. The Kuru elders agreed with the Pandava's request for peace, but Duryodhana showed little respect and left the assembly refusing to return anything to the Pandavas.
"|38|https://www.kaggle.com/datasets/tilakd/mahabharata|118
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"After all had left, Dhritarastra questioned Sanjaya about the Pandava's strength. Present in the room were Gandhari, Vyasa and Vidura. Please tell me truly, O Sanjaya, of the strength of Krishna and Arjuna.
"|39|https://www.kaggle.com/datasets/tilakd/mahabharata|54
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Krishna and Arjuna have appeared on earth for the protection of the pious and to annihilate the miscreants,  Sanjaya replied. With Lord Krishna sitting on Arjuna's chariot, the Kurus will not survive. If the whole universe were to be placed on one scale and Lord Keshava on the other, that same Supreme Lord, who creates the whole cosmos, would tip the scale. Janardana can, at His pleasure, reduce the whole universe to ashes. All good qualities rest in this Divine Being, for He is the Supreme Personality of Godhead, the cause of this manifested world. Therefore, wherever there is Krishna, then there must certainly be victory. Through Arjuna, Lord Krishna will kill your wicked sons who are addicted to sin. It is by the will of the Supreme Lord Krishna that the wheel of time revolves causing the destruction of all creatures. I tell you truly He is the Lord of time, of death, of this universe, and of movable and immovable objects. The Supreme Personality of Godhead has descended on earth in human form and is perplexing everyone with his internal potency. Those who are devoted to Him can know Him as He is and no one else.
"|40|https://www.kaggle.com/datasets/tilakd/mahabharata|251
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Dhritarastra then called Duryodhana into his room and inquired again about Lord Krishna, O Sanjaya, you say that the one we know as Keshava is the Lord of the Universe. How is it that I am unable to know Him as such?
"|41|https://www.kaggle.com/datasets/tilakd/mahabharata|58
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"O King,  Sanjaya replied, because you have no knowledge of the Absolute Truth, your are covered by the darkness of ignorance. Even though the Supreme Lord stands in front of you, you will not recognize Him. Aided only by my knowledge, O sire, can you know who this renowned entity really is. That same one who is known as Madhusudana is the cause of material creation. He is the beginning, the middle and the end of all that be. One who has become devoted to Him can never be vanquished by material existence.
"|42|https://www.kaggle.com/datasets/tilakd/mahabharata|115
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Dhritarastra inquired, How can one come to know Krishna as the Supreme Lord of this entire creation?
"|43|https://www.kaggle.com/datasets/tilakd/mahabharata|24
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|" One who has given up all worldly pleasures, Sanjaya replied,  and taken shelter of His lotus feet, can know Krishna as the universal Lord. One who has cleansed his heart of all impurities can see that same Lord Krishna seated in the heart of every living being as the Supersoul. One can only know that Supreme Being by controlling the senses and restraining from worldly temptations. Fixing the mind on His divine form, one can attain liberation from the imprisonment of birth and death.
"|44|https://www.kaggle.com/datasets/tilakd/mahabharata|102
5|Udyoga Parva|Chapter Two|Discussions of Peace Between the Pandavas and the Kauravas|False|"Dhritarastra again questioned Sanjaya, I request you, O Sanjaya, to tell me again of the lotus-eyed Krishna. Please tell me of His various names by which one may obtain that most exalted of beings.
"|45|https://www.kaggle.com/datasets/tilakd/mahabharata|50
